risk_rank,unique_work_number,state,constituency,mp_name,work_category,work_name,sanction_amount,date_of_administrative_approval,expected_completion_date,implementing_agency_name,work_status,peer_median,peer_count,peer_baseline,cost_deviation_pct,cost_risk,contractor_peer_count,contractor_project_count,contractor_concentration,contractor_risk,similar_project_id,similar_project_name,text_similarity,text_similarity_risk,cost_contribution,contractor_contribution,text_similarity_contribution,risk_score,risk_band,anomaly_score,anomaly_flag,top_risk_signal,risk_explanation,rf_anomaly_probability,rf_anomaly_prediction
485,WS/48466/2025/00955,Kerala,ATTINGAL,MEERA IYER,School Building Repair,"Construction of additional classroom at Gandhi Chowk school, VARANASI",1100504.72,2025-12-07,2026-10-24,Bharat Infra Solutions,Sanctioned,977273.97,7,constituency + work_category,12.609642104762086,4.203214034920696,7,1,0.14285714285714285,14.285714285714285,WS/38019/2025/00957,"Construction of additional classroom at Gandhi Chowk school, VARANASI",1.0000000000000002,100.0,1.891446315714313,4.285714285714286,25.0,31.177160601428596,Medium,41.6582406471183,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/38019/2025/00957.,17.93392146388191,0
486,WS/76244/2025/00029,Kerala,IDUKKI,ADV DEAN KURIAKOSE,Community Hall,"Construction of community hall at Ambedkar Colony, IDUKKI",3012074.57,2025-04-04,2025-11-25,Ganesh Engineering Works,New Recommendation,3059487.83,7,constituency + work_category,-1.5497123255430711,0.0,7,2,0.2857142857142857,28.57142857142857,WS/41850/2023/00018,"Construction of community hall at Ambedkar Colony, AURANGABAD_MH",0.9040736351614531,90.40736351614531,0.0,8.571428571428571,22.601840879036327,31.1732694504649,Medium,58.64509605662285,False,Text Similarity,Project description has 0.90 semantic similarity with project WS/41850/2023/00018.,3.7029732255378525,0
487,WS/31157/2024/00728,Kerala,ERNAKULAM,RAJESH KUMAR SHARMA,Solar Light Installation,"Solar light installation near Kisan Nagar hanuman mandir, ERNAKULAM",321272.43,2024-11-20,2025-10-07,Bharat Infra Solutions,Completed,264186.325,8,constituency + work_category,21.608274008883686,7.202758002961228,8,1,0.125,12.5,WS/38919/2024/00881,"Solar light installation near Vivekanand Marg hanuman mandir, ERNAKULAM",0.9671870128721476,96.71870128721476,3.2412411013325526,3.75,24.17967532180369,31.17091642313624,Medium,27.30030333670374,False,Text Similarity,Project description has 0.97 semantic similarity with project WS/38919/2024/00881.,4.33483158088667,0
488,WS/31178/2025/00030,Maharashtra,NAGPUR,ADV DEAN KURIAKOSE,Road Construction,"CC road construction at Kisan Nagar ward, NAGPUR",806027.67,2025-05-29,2025-10-02,Progressive Engineers & Contractors,New Recommendation,1608217.0,8,constituency + work_category,-49.880664736164334,0.0,8,2,0.25,25.0,WS/79391/2024/00214,"CC road construction at Kisan Nagar ward, KANPUR",0.9463328653051192,94.63328653051192,0.0,7.5,23.65832163262798,31.15832163262798,Medium,57.73508594539939,False,Text Similarity,Project description has 0.95 semantic similarity with project WS/79391/2024/00214.,5.11508629575611,0
489,WS/76444/2023/00353,West Bengal,MURSHIDABAD,ABHAY KUMAR SINHA,Solar Light Installation,"Solar street light at Gandhi Chowk chowk parisar, MURSHIDABAD",272076.79,2023-12-03,2024-07-19,Bharat Infra Solutions,Completed,301057.32,20,state + work_category,-9.62624991147866,0.0,20,5,0.25,25.0,WS/54778/2024/00730,"Solar street light at Gandhi Chowk chowk parisar, KOTTAYAM",0.9445081854548336,94.45081854548336,0.0,7.5,23.61270463637084,31.11270463637084,Medium,17.593528816986854,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/54778/2024/00730.,4.201929705572061,0
490,WS/28351/2025/00262,Kerala,IDUKKI,SANJAY DESHMUKH,Streetlight Installation,"LED streetlight installation along Ram Nagar road, IDUKKI",458954.78,2025-08-28,2026-02-15,Om Sai Infra Pvt Ltd,Completed,366428.14,26,state + work_category,25.250964622968098,8.416988207656033,26,2,0.07692307692307693,7.6923076923076925,WS/40427/2024/00221,"LED streetlight installation along Ram Nagar road, IDUKKI",1.0000000000000002,100.0,3.787644693445215,2.3076923076923075,25.0,31.095337001137523,Medium,73.50859453993934,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/40427/2024/00221.,20.073487939637893,0
491,WS/59710/2025/00217,Bihar,GAYA,ABHAY KUMAR SINHA,Water Supply / Handpump,"Water supply pipeline extension to Subhash Nagar area, GAYA",894172.29,2025-01-25,2025-04-11,Om Sai Infra Pvt Ltd,Sanctioned,792124.59,5,constituency + work_category,12.882784007500646,4.294261335833549,5,1,0.2,20.0,WS/21300/2025/00269,"Water supply pipeline extension to Subhash Nagar area, ATTINGAL",0.9263198686687439,92.6319868668744,1.932417601125097,6.0,23.1579967167186,31.090414317843695,Medium,18.6046511627907,False,Text Similarity,Project description has 0.93 semantic similarity with project WS/21300/2025/00269.,5.9896676408127245,0
492,WS/59327/2023/00628,Uttar Pradesh,BADAUN,ABDUL RASHID SHEIKH,School Building Repair,"Repair and renovation of Govt. School building at Ambedkar Colony, BADAUN",1632175.94,2023-07-31,2024-04-12,Metro Civil Works Pvt Ltd,New Recommendation,1283055.99,8,constituency + work_category,27.210032354083,9.070010784694334,8,1,0.125,12.5,WS/27677/2024/00471,"Repair and renovation of Govt. School building at Ambedkar Colony, ATTINGAL",0.9301007858477909,93.0100785847791,4.081504853112451,3.75,23.252519646194774,31.084024499307226,Medium,33.9737108190091,False,Text Similarity,Project description has 0.93 semantic similarity with project WS/27677/2024/00471.,5.1929160104050895,0
493,WS/69048/2023/00070,Kerala,ATTINGAL,ADHIKARI SOUMENDU,Drainage / Nala,"Covered drain construction from Kisan Nagar to Bazaar Road, ATTINGAL",456432.19,2023-06-16,2023-11-03,Shree Balaji Construction Co.,Sanctioned,507526.095,12,constituency + work_category,-10.067246887078776,0.0,12,3,0.25,25.0,WS/78920/2024/00457,"Covered drain construction from Bazaar Road to Kisan Nagar, BARAMULLAH",0.9427715594489687,94.27715594489688,0.0,7.5,23.56928898622422,31.06928898622422,Medium,19.41354903943377,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/78920/2024/00457.,4.192320684858738,0
494,WS/65363/2024/00364,Kerala,ATTINGAL,RAJESH KUMAR SHARMA,Streetlight Installation,"Installation of streetlights at Andouli chowk, ATTINGAL",366166.47,2024-11-05,2025-08-05,Progressive Engineers & Contractors,New Recommendation,324652.13,5,constituency + work_category,12.78733024175753,4.2624434139191765,5,1,0.2,20.0,WS/67732/2025/00474,"Installation of streetlights at Andouli chowk, AURANGABAD_BR",0.9258885116224889,92.58885116224889,1.9180995362636295,6.0,23.14721279056222,31.06531232682585,Medium,18.806875631951467,False,Text Similarity,Project description has 0.93 semantic similarity with project WS/67732/2025/00474.,5.7337753849204685,0
495,WS/59250/2024/00793,Jammu And Kashmir,JAMMU,ABHAY KUMAR SINHA,Road Construction,Construction of concrete road from Gandhi Chowk to Panchayat Bhavan Marg in JAMMU,1033844.32,2024-08-23,2025-03-22,Ganesh Engineering Works,Ongoing,1597751.75,8,constituency + work_category,-35.29380768946115,0.0,8,2,0.25,25.0,WS/74106/2023/00308,Construction of concrete road from Panchayat Bhavan Marg to Nehru Path in JAMMU,0.9423655833742135,94.23655833742134,0.0,7.5,23.559139584355336,31.059139584355336,Medium,47.21941354903944,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/74106/2023/00308.,3.8202955044503244,0
496,WS/38919/2024/00881,Kerala,ERNAKULAM,ADV DEAN KURIAKOSE,Solar Light Installation,"Solar light installation near Vivekanand Marg hanuman mandir, ERNAKULAM",319180.37,2024-12-09,2025-11-16,Ganesh Engineering Works,Sanctioned,264186.325,8,constituency + work_category,20.816385935191757,6.938795311730585,8,1,0.125,12.5,WS/31157/2024/00728,"Solar light installation near Kisan Nagar hanuman mandir, ERNAKULAM",0.9671870128721476,96.71870128721476,3.1224578902787634,3.75,24.17967532180369,31.052133212082452,Medium,25.480283114256824,False,Text Similarity,Project description has 0.97 semantic similarity with project WS/31157/2024/00728.,4.3914503081734555,0
497,WS/99573/2023/00365,Maharashtra,NAGPUR,ABU TAHER KHAN,Road Construction,Construction of concrete road from Nehru Path to Shanti Nagar in NAGPUR,1939432.1,2023-10-22,2024-05-05,National Builders & Contractors,New Recommendation,1608217.0,8,constituency + work_category,20.59517465615648,6.8650582187188265,8,1,0.125,12.5,WS/28661/2023/00279,Construction of concrete road from Kisan Nagar to Nehru Path in NAGPUR,0.9679592162474074,96.79592162474074,3.089276198423472,3.75,24.198980406185186,31.038256604608655,Medium,26.693629929221434,False,Text Similarity,Project description has 0.97 semantic similarity with project WS/28661/2023/00279.,4.3914503081734555,0
498,WS/20336/2024/00161,Maharashtra,AURANGABAD_MH,ABU TAHER KHAN,Community Hall,"Multipurpose community centre building at Nehru Path panchayat, AURANGABAD_MH",1911642.7,2024-02-25,2024-08-18,New India Construction Co.,New Recommendation,2216905.62,5,constituency + work_category,-13.769775187813368,0.0,5,1,0.2,20.0,WS/72530/2024/00439,"Multipurpose community centre building at Nehru Path panchayat, AURANGABAD_MH",1.0,100.0,0.0,6.0,25.0,31.0,Medium,46.51162790697674,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/72530/2024/00439.,72.78412229294565,1
499,WS/57973/2024/00873,Uttar Pradesh,LUCKNOW,ABDUL RASHID SHEIKH,Drainage / Nala,"Construction of drainage/nala near Ambedkar Colony area, LUCKNOW",472536.05,2024-10-15,2025-04-22,United Rural Builders,New Recommendation,472536.05,5,constituency + work_category,0.0,0.0,5,1,0.2,20.0,WS/81989/2024/00192,"Construction of drainage/nala near Ambedkar Colony area, LUCKNOW",1.0,100.0,0.0,6.0,25.0,31.0,Medium,31.951466127401417,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/81989/2024/00192.,75.62960648085735,1
500,WS/65212/2024/00959,Bihar,PATNA_SAHIB,ADITYA YADAV,Drainage / Nala,"Covered drain construction from Station Road to Station Road, NAGPUR",344693.77,2024-08-18,2025-06-29,Shree Balaji Construction Co.,New Recommendation,843338.5,5,constituency + work_category,-59.12747135343637,0.0,5,1,0.2,20.0,WS/94366/2024/00960,"Covered drain construction from Station Road to Station Road, NAGPUR",1.0,100.0,0.0,6.0,25.0,31.0,Medium,81.90091001011123,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/94366/2024/00960.,69.14473499265226,1
501,WS/28116/2024/00894,Jammu And Kashmir,SRINAGAR,RAJESH KUMAR SHARMA,Community Hall,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, SRINAGAR",2735516.19,2024-08-05,2025-05-03,Jai Hind Infrastructure,New Recommendation,3117342.315,10,constituency + work_category,-12.24845032779148,0.0,10,2,0.2,20.0,WS/64379/2025/00100,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, SRINAGAR",1.0,100.0,0.0,6.0,25.0,31.0,Medium,44.79271991911021,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/64379/2025/00100.,72.78412229294565,1
502,WS/65550/2024/00740,Maharashtra,NAGPUR,ADITYA YADAV,Community Hall,"Construction of community hall at Ram Nagar, NAGPUR",1704522.25,2024-11-06,2025-01-17,Deep Construction Co.,Ongoing,3104768.22,5,constituency + work_category,-45.0998551511842,0.0,5,1,0.2,20.0,WS/93284/2024/00321,"Construction of community hall at Ram Nagar, NAGPUR",1.0000000000000002,100.0,0.0,6.0,25.0,31.0,Medium,72.59858442871587,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/93284/2024/00321.,17.596407638336274,0
503,WS/67105/2023/00963,Uttar Pradesh,BADAUN,AASHTIKAR PATIL NAGESH BAPURAO,Community Hall,"Construction of community hall at Shanti Nagar, TAMLUK",343050.81,2023-04-11,2023-08-20,Om Sai Infra Pvt Ltd,New Recommendation,2546964.68,5,constituency + work_category,-86.53099461120128,0.0,5,1,0.2,20.0,WS/46002/2025/00961,"Construction of community hall at Shanti Nagar, TAMLUK",1.0000000000000002,100.0,0.0,6.0,25.0,31.0,Medium,90.69767441860465,True,Text Similarity,Project description has 1.00 semantic similarity with project WS/46002/2025/00961.,16.784910059716147,0
504,WS/39683/2023/00974,Maharashtra,HINGOLI,ABDUL RASHID SHEIKH,Water Supply / Handpump,"Installation of handpump at Subhash Nagar village, SRINAGAR",269780.21,2023-06-07,2024-05-04,Om Sai Infra Pvt Ltd,New Recommendation,698126.63,5,constituency + work_category,-61.35655074495582,0.0,5,1,0.2,20.0,WS/94717/2024/00973,"Installation of handpump at Subhash Nagar village, SRINAGAR",1.0000000000000004,100.0,0.0,6.0,25.0,31.0,Medium,82.91203235591507,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/94717/2024/00973.,18.33074339304948,0
505,WS/42441/2024/00978,Jammu And Kashmir,JAMMU,AASHTIKAR PATIL NAGESH BAPURAO,Water Supply / Handpump,"Installation of handpump at Bazaar Road village, GAYA",308464.64,2024-07-29,2025-07-22,Shree Balaji Construction Co.,Sanctioned,717170.38,5,constituency + work_category,-56.988653100815455,0.0,5,1,0.2,20.0,WS/32312/2025/00976,"Installation of handpump at Bazaar Road village, GAYA",0.9999999999999999,99.99999999999999,0.0,6.0,24.999999999999996,30.999999999999996,Medium,80.88978766430738,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/32312/2025/00976.,39.26771238014672,0
506,WS/75973/2024/00337,Maharashtra,NANDURBAR(ST),ADV ADOOR PRAKASH,Water Supply / Handpump,"Installation of handpump at Bazaar Road village, NANDURBAR(ST)",813889.59,2024-02-14,2024-06-19,Om Sai Infra Pvt Ltd,Sanctioned,635482.84,7,constituency + work_category,28.07420417520637,9.358068058402123,7,1,0.14285714285714285,14.285714285714285,WS/55157/2024/00473,"Installation of handpump at Bazaar Road village, ATTINGAL",0.9000879319789861,90.00879319789861,4.211130626280956,4.285714285714286,22.502198299474653,30.999043211469896,Medium,54.39838220424671,False,Text Similarity,Project description has 0.90 semantic similarity with project WS/55157/2024/00473.,5.474103721737281,0
507,WS/43767/2024/00820,Maharashtra,NAGPUR,AASHTIKAR PATIL NAGESH BAPURAO,Drainage / Nala,"Construction of drainage/nala near Panchayat Bhavan Marg area, NAGPUR",1136103.13,2024-02-29,2024-11-11,Bharat Infra Solutions,Ongoing,873497.0349999999,22,state + work_category,30.063764898755498,10.021254966251831,22,2,0.09090909090909091,9.090909090909092,WS/16259/2023/00784,"Construction of drainage/nala near Panchayat Bhavan Marg area, SRINAGAR",0.949665944663348,94.9665944663348,4.509564734813324,2.7272727272727275,23.7416486165837,30.97848607866975,Medium,33.56926188068756,False,Text Similarity,Project description has 0.95 semantic similarity with project WS/16259/2023/00784.,4.6084582140290715,0
508,WS/45811/2025/00148,Bihar,AURANGABAD_BR,ADITYA YADAV,Community Hall,"Multipurpose community centre building at Ram Nagar panchayat, AURANGABAD_BR",2392435.44,2025-06-08,2025-08-31,Progressive Engineers & Contractors,New Recommendation,3668526.11,13,constituency + work_category,-34.7848327021993,0.0,13,3,0.23076923076923078,23.076923076923077,WS/73068/2025/00798,"Multipurpose community centre building at Ram Nagar panchayat, LUCKNOW",0.9613700652000439,96.13700652000439,0.0,6.9230769230769225,24.034251630001098,30.95732855307802,Medium,45.19716885743175,False,Text Similarity,Project description has 0.96 semantic similarity with project WS/73068/2025/00798.,3.9155729844875045,0
509,WS/57428/2023/00122,Uttar Pradesh,KANPUR,SANJAY DESHMUKH,Community Hall,"Construction of community hall at Ram Nagar, KANPUR",1787933.43,2023-04-22,2023-12-04,National Builders & Contractors,Sanctioned,2130894.795,8,constituency + work_category,-16.09471128301292,0.0,8,2,0.25,25.0,WS/62183/2024/00408,"Construction of community hall at Kisan Nagar, KANPUR",0.9357752944950006,93.57752944950006,0.0,7.5,23.394382362375016,30.894382362375016,Medium,33.16481294236603,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/62183/2024/00408.,4.379245420202446,0
510,WS/92764/2025/00940,Kerala,KOTTAYAM,SANJAY DESHMUKH,Drainage / Nala,"Covered drain construction from Bazaar Road to Subhash Nagar, KOTTAYAM",389620.13,2025-06-29,2025-10-31,Ganesh Engineering Works,Completed,747976.075,8,constituency + work_category,-47.9100812148303,0.0,8,2,0.25,25.0,WS/38758/2023/00293,"Covered drain construction from Bazaar Road to Subhash Nagar, BARAMULLAH",0.9349944200312462,93.49944200312463,0.0,7.5,23.374860500781157,30.874860500781157,Medium,64.20626895854399,False,Text Similarity,Project description has 0.93 semantic similarity with project WS/38758/2023/00293.,4.4174766500504425,0
511,WS/58467/2024/00972,Jammu And Kashmir,BARAMULLAH,PRIYA VERMA,Solar Light Installation,"Solar street light at Subhash Nagar chowk parisar, BARAMULLAH",343881.79,2024-03-07,2024-06-02,Metro Civil Works Pvt Ltd,New Recommendation,280850.19999999995,12,constituency + work_category,22.44313516600666,7.481045055335553,12,1,0.08333333333333333,8.333333333333332,WS/24444/2023/00970,"Solar street light at Subhash Nagar chowk parisar, BARAMULLAH",1.0,100.0,3.366470274900999,2.4999999999999996,25.0,30.866470274900998,Medium,69.36299292214359,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/24444/2023/00970.,79.97397626250357,1
