unique_work_number,state,constituency,mp_name,work_category,work_name,sanction_amount,date_of_administrative_approval,expected_completion_date,implementing_agency_name,work_status
WS/12671/2023/00053,Bihar,AURANGABAD_BR,ABHAY KUMAR SINHA,Solar Light Installation,"Solar light installation near Bazaar Road hanuman mandir, AURANGABAD_BR",435049.96,12-05-2023,26-07-2023,Ganesh Engineering Works,Ongoing
WS/51800/2023/00237,West Bengal,MURSHIDABAD,ANITA JOSHI,School Building Repair,"Repair and renovation of Govt. School building at Ram Nagar, MURSHIDABAD",887620.42,09-07-2023,18-04-2024,Deep Construction Co.,Sanctioned
WS/14145/2025/00511,Kerala,IDUKKI,PRIYA VERMA,Drainage / Nala,"Construction of drainage/nala near Nehru Path area, IDUKKI",835672.68,02-09-2025,07-04-2026,Deep Construction Co.,New Recommendation
WS/20205/2023/00121,Uttar Pradesh,VARANASI,ABHAY KUMAR SINHA,School Building Repair,"Construction of additional classroom at Vivekanand Marg school, VARANASI",1606470.11,14-05-2023,21-02-2024,Shree Balaji Construction Co.,Sanctioned
WS/32871/2023/00104,Jammu And Kashmir,JAMMU,AASHTIKAR PATIL NAGESH BAPURAO,Community Hall,"Construction of community hall at Ram Nagar, JAMMU",3646015.32,27-08-2023,31-12-2023,United Rural Builders,New Recommendation
WS/48980/2025/00306,Jammu And Kashmir,BARAMULLAH,SANJAY DESHMUKH,Water Supply / Handpump,"Installation of handpump at Gandhi Chowk village, BARAMULLAH",587878.7,03-11-2025,05-10-2026,Bharat Infra Solutions,New Recommendation
WS/81943/2025/00530,Uttar Pradesh,BADAUN,ANITA JOSHI,School Building Repair,"Construction of additional classroom at Andouli school, BADAUN",1586691.44,20-08-2025,18-03-2026,Shree Balaji Construction Co.,New Recommendation
WS/71548/2024/00934,Kerala,KOTTAYAM,SANJAY DESHMUKH,Solar Light Installation,"Solar street light at Ram Nagar chowk parisar, KOTTAYAM",259120.46,25-04-2024,21-08-2024,Ganesh Engineering Works,Ongoing
WS/19150/2023/00081,West Bengal,HOWRAH,VIKRAM SINGH RATHORE,Drainage / Nala,"Covered drain construction from Nehru Path to Subhash Nagar, HOWRAH",711107.83,27-08-2023,09-05-2024,Ganesh Engineering Works,Ongoing
WS/99740/2025/00583,West Bengal,KANTHI,ANITA JOSHI,Road Construction,"Widening and strengthening of road near Ram Nagar village, KANTHI",1304202.97,10-05-2025,24-11-2025,Deep Construction Co.,Ongoing
WS/67377/2024/00073,West Bengal,TAMLUK,MEERA IYER,Water Supply / Handpump,"Installation of handpump at Ram Nagar village, TAMLUK",412863.83,17-05-2024,02-12-2024,United Rural Builders,Sanctioned
WS/54514/2025/00745,West Bengal,MURSHIDABAD,AASHTIKAR PATIL NAGESH BAPURAO,School Building Repair,"Repair and renovation of Govt. School building at Panchayat Bhavan Marg, MURSHIDABAD",937488.03,23-06-2025,29-03-2026,Jai Hind Infrastructure,Completed
WS/51766/2023/00641,Uttar Pradesh,LUCKNOW,RAJESH KUMAR SHARMA,School Building Repair,"Repair and renovation of Govt. School building at Ram Nagar, LUCKNOW",606841.16,02-09-2023,02-04-2024,Sri Lakshmi Contractors,Sanctioned
WS/19521/2024/00956,West Bengal,TAMLUK,ABHIJIT GANGOPADHYAY,School Building Repair,"Construction of additional classroom at Gandhi Chowk school, VARANASI",1028136.42,13-06-2024,15-11-2024,New India Construction Co.,Ongoing
WS/73463/2023/00835,Maharashtra,AURANGABAD_MH,VIKRAM SINGH RATHORE,Community Hall,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, AURANGABAD_MH",3234314.63,06-07-2023,03-07-2024,National Builders & Contractors,Sanctioned
WS/27225/2025/00862,Kerala,IDUKKI,ADV K FRANCIS GEORGE,Solar Light Installation,"Solar light installation near Ram Nagar hanuman mandir, IDUKKI",367537.45,19-09-2025,10-06-2026,United Rural Builders,Sanctioned
WS/87401/2024/00968,Maharashtra,NANDURBAR(ST),MEERA IYER,Road Construction,Construction of concrete road from Nehru Path to Nehru Path in GAYA,234771.08,12-08-2024,03-12-2024,New India Construction Co.,Ongoing
WS/25362/2025/00949,Maharashtra,AURANGABAD_MH,ABU TAHER KHAN,Drainage / Nala,"Covered drain construction from Vivekanand Marg to Vivekanand Marg, AURANGABAD_MH",893699.75,06-01-2025,11-01-2026,Shree Balaji Construction Co.,Completed
WS/44946/2025/00634,Jammu And Kashmir,BARAMULLAH,RAVI SHANKAR PRASAD JI,Community Hall,"Multipurpose community centre building at Andouli panchayat, BARAMULLAH",1593444.05,02-02-2025,05-11-2025,Jai Hind Infrastructure,Sanctioned
WS/94819/2024/00366,Kerala,KOTTAYAM,ADITYA YADAV,Solar Light Installation,"Solar light installation near Station Road hanuman mandir, KOTTAYAM",289410.23,02-04-2024,18-01-2025,Om Sai Infra Pvt Ltd,Ongoing
WS/43767/2024/00820,Maharashtra,NAGPUR,AASHTIKAR PATIL NAGESH BAPURAO,Drainage / Nala,"Construction of drainage/nala near Panchayat Bhavan Marg area, NAGPUR",1136103.13,29-02-2024,11-11-2024,Bharat Infra Solutions,Ongoing
WS/34470/2023/00772,Maharashtra,NANDURBAR(ST),ABHIJIT GANGOPADHYAY,Water Supply / Handpump,"Water supply pipeline extension to Gandhi Chowk area, NANDURBAR(ST)",587034.74,03-05-2023,05-05-2024,Metro Civil Works Pvt Ltd,Completed
WS/63145/2024/00852,Maharashtra,NAGPUR,ANITA JOSHI,Water Supply / Handpump,"Installation of handpump at Andouli village, NAGPUR",295499.87,22-08-2024,11-07-2025,Progressive Engineers & Contractors,Completed
WS/41278/2025/00585,Bihar,AURANGABAD_BR,RAVI SHANKAR PRASAD JI,Water Supply / Handpump,"Water supply pipeline extension to Station Road area, AURANGABAD_BR",246904.14,27-03-2025,07-09-2025,National Builders & Contractors,New Recommendation
WS/76287/2023/00213,Maharashtra,NAGPUR,ABU TAHER KHAN,Solar Light Installation,"Solar light installation near Ambedkar Colony hanuman mandir, NAGPUR",320745.58,09-06-2023,24-10-2023,Shree Balaji Construction Co.,Ongoing
WS/98181/2024/00195,Maharashtra,NAGPUR,ABU TAHER KHAN,Streetlight Installation,"Installation of streetlights at Nehru Path chowk, NAGPUR",336941.06,29-10-2024,26-01-2025,United Rural Builders,Sanctioned
WS/78298/2024/00509,West Bengal,MURSHIDABAD,MEERA IYER,Solar Light Installation,"Solar street light at Nehru Path chowk parisar, MURSHIDABAD",287938.64,09-03-2024,30-12-2024,Sri Lakshmi Contractors,Completed
WS/44242/2025/00541,Maharashtra,AURANGABAD_MH,ADHIKARI SOUMENDU,Streetlight Installation,"LED streetlight installation along Kisan Nagar road, AURANGABAD_MH",482535.26,03-02-2025,18-11-2025,New India Construction Co.,Ongoing
WS/11850/2024/00658,West Bengal,HOWRAH,ADV DEAN KURIAKOSE,Drainage / Nala,"Covered drain construction from Kisan Nagar to Station Road, HOWRAH",380155.14,11-04-2024,05-09-2024,Jai Hind Infrastructure,Completed
WS/93914/2025/00918,West Bengal,HOWRAH,ABHIJIT GANGOPADHYAY,Road Construction,"CC road construction at Gandhi Chowk ward, HOWRAH",1726638.08,27-11-2025,23-09-2026,Om Sai Infra Pvt Ltd,Ongoing
WS/30892/2023/00349,West Bengal,HOWRAH,SANJAY DESHMUKH,Water Supply / Handpump,"Water supply pipeline extension to Ram Nagar area, HOWRAH",820286.72,18-09-2023,13-01-2024,National Builders & Contractors,Completed
WS/98117/2025/00074,West Bengal,KANTHI,ADV DEAN KURIAKOSE,Road Construction,Construction of concrete road from Nehru Path to Bazaar Road in KANTHI,955255.71,10-12-2025,29-11-2026,Jai Hind Infrastructure,Completed
WS/26759/2023/00818,Kerala,ERNAKULAM,ADV GOWAAL KAGADA PADAVI,Streetlight Installation,"LED streetlight installation along Ambedkar Colony road, ERNAKULAM",237784.63,25-08-2023,16-07-2024,Jai Hind Infrastructure,Completed
WS/93021/2023/00582,West Bengal,HOWRAH,ABU TAHER KHAN,Solar Light Installation,"Solar light installation near Andouli hanuman mandir, HOWRAH",346097.21,07-10-2023,12-06-2024,Progressive Engineers & Contractors,Sanctioned
WS/42539/2024/00418,Kerala,IDUKKI,ADV K FRANCIS GEORGE,School Building Repair,"Construction of additional classroom at Nehru Path school, IDUKKI",1737623.96,10-09-2024,10-08-2025,Shree Balaji Construction Co.,New Recommendation
WS/46583/2023/00369,Kerala,ATTINGAL,ADHIKARI SOUMENDU,Drainage / Nala,"Construction of drainage/nala near Station Road area, ATTINGAL",961571.54,01-08-2023,10-04-2024,Shree Balaji Construction Co.,Sanctioned
WS/31319/2024/00006,Bihar,AURANGABAD_BR,ADV ADOOR PRAKASH,Solar Light Installation,"Solar light installation near Vivekanand Marg hanuman mandir, AURANGABAD_BR",135350.5,10-01-2024,28-10-2024,Progressive Engineers & Contractors,New Recommendation
WS/67725/2024/00753,Maharashtra,PUNE,AASHTIKAR PATIL NAGESH BAPURAO,Road Construction,"CC road construction at Gandhi Chowk ward, PUNE",1408407.33,20-10-2024,15-02-2025,National Builders & Contractors,New Recommendation
WS/95720/2024/00788,West Bengal,TAMLUK,ADV ADOOR PRAKASH,Drainage / Nala,"Covered drain construction from Vivekanand Marg to Andouli, TAMLUK",395296.78,26-02-2024,23-07-2024,Shree Balaji Construction Co.,Sanctioned
WS/71080/2024/00209,Bihar,PATNA_SAHIB,MEERA IYER,Streetlight Installation,"LED streetlight installation along Ram Nagar road, PATNA_SAHIB",441924.6,10-02-2024,21-08-2024,New India Construction Co.,Sanctioned
WS/33659/2024/00720,Maharashtra,AURANGABAD_MH,ADV K FRANCIS GEORGE,School Building Repair,"Construction of additional classroom at Subhash Nagar school, AURANGABAD_MH",1224450.24,16-08-2024,26-10-2024,New India Construction Co.,Sanctioned
WS/28423/2025/00645,Uttar Pradesh,VARANASI,ABHAY KUMAR SINHA,School Building Repair,"Repair and renovation of Govt. School building at Gandhi Chowk, VARANASI",1655482.54,16-02-2025,19-03-2026,Om Sai Infra Pvt Ltd,Sanctioned
WS/44179/2025/00025,Uttar Pradesh,LUCKNOW,ABDUL RASHID SHEIKH,Streetlight Installation,"LED streetlight installation along Gandhi Chowk road, LUCKNOW",186892.53,02-02-2025,26-01-2026,Jai Hind Infrastructure,New Recommendation
WS/62642/2024/00597,Kerala,ATTINGAL,VIKRAM SINGH RATHORE,Road Construction,"Widening and strengthening of road near Bazaar Road village, ATTINGAL",1037019.6,16-10-2024,12-02-2025,Bharat Infra Solutions,Completed
WS/75230/2024/00089,Uttar Pradesh,KANPUR,ADHIKARI SOUMENDU,Drainage / Nala,"Construction of drainage/nala near Bazaar Road area, KANPUR",457562.42,15-12-2024,27-08-2025,Jai Hind Infrastructure,Ongoing
WS/59081/2023/00197,West Bengal,TAMLUK,ADV GOWAAL KAGADA PADAVI,School Building Repair,"Construction of additional classroom at Subhash Nagar school, TAMLUK",651973.86,17-08-2023,08-09-2024,Deep Construction Co.,Sanctioned
WS/75004/2025/00542,Jammu And Kashmir,JAMMU,ABDUL RASHID SHEIKH,Community Hall,"Construction of community hall at Subhash Nagar, JAMMU",3960179.14,16-12-2025,29-04-2026,Jai Hind Infrastructure,Ongoing
WS/61435/2025/00445,Kerala,ATTINGAL,ADV K FRANCIS GEORGE,Road Construction,"Widening and strengthening of road near Ram Nagar village, ATTINGAL",2234028.71,30-11-2025,13-04-2026,Shree Balaji Construction Co.,New Recommendation
WS/68929/2023/00166,Jammu And Kashmir,SRINAGAR,ANITA JOSHI,Streetlight Installation,"Installation of streetlights at Gandhi Chowk chowk, SRINAGAR",197782.77,04-12-2023,27-09-2024,Om Sai Infra Pvt Ltd,New Recommendation
WS/72835/2025/00207,Bihar,PATNA_SAHIB,ABDUL RASHID SHEIKH,Solar Light Installation,"Solar street light at Gandhi Chowk chowk parisar, PATNA_SAHIB",125474.51,02-07-2025,27-06-2026,Deep Construction Co.,Ongoing
WS/37479/2023/00231,Bihar,AURANGABAD_BR,ADITYA YADAV,Streetlight Installation,"Installation of streetlights at Ambedkar Colony chowk, AURANGABAD_BR",598769.22,02-10-2023,07-09-2024,Shree Balaji Construction Co.,Sanctioned
WS/38758/2023/00293,Jammu And Kashmir,BARAMULLAH,ABHIJIT GANGOPADHYAY,Drainage / Nala,"Covered drain construction from Bazaar Road to Subhash Nagar, BARAMULLAH",891177.98,29-12-2023,26-11-2024,Deep Construction Co.,Completed
WS/15504/2023/00449,Bihar,AURANGABAD_BR,ADHIKARI SOUMENDU,Solar Light Installation,"Solar street light at Bazaar Road chowk parisar, AURANGABAD_BR",196635.02,01-08-2023,19-04-2024,Ganesh Engineering Works,Completed
WS/24326/2023/00503,Kerala,KOTTAYAM,ADV K FRANCIS GEORGE,Streetlight Installation,"Installation of streetlights at Bazaar Road chowk, KOTTAYAM",336191.06,01-11-2023,16-04-2024,Jai Hind Infrastructure,Completed
WS/25806/2023/00259,Maharashtra,NANDURBAR(ST),ADV ADOOR PRAKASH,Streetlight Installation,"Installation of streetlights at Subhash Nagar chowk, NANDURBAR(ST)",455992.23,10-04-2023,13-06-2023,Deep Construction Co.,New Recommendation
WS/62725/2025/00201,Uttar Pradesh,BADAUN,MEERA IYER,Streetlight Installation,"Installation of streetlights at Ambedkar Colony chowk, BADAUN",452410.64,10-09-2025,03-12-2025,Ganesh Engineering Works,Completed
WS/73809/2025/00985,Kerala,IDUKKI,ANITA JOSHI,Community Hall,"Multipurpose community centre building at Nehru Path panchayat, IDUKKI",3059487.83,09-02-2025,10-02-2025,Bharat Infra Solutions,Completed
WS/24769/2023/00570,Uttar Pradesh,LUCKNOW,MEERA IYER,Solar Light Installation,"Solar street light at Shanti Nagar chowk parisar, LUCKNOW",319262.49,31-10-2023,19-05-2024,Shree Balaji Construction Co.,Ongoing
WS/31596/2023/00588,Jammu And Kashmir,SRINAGAR,ABHAY KUMAR SINHA,Road Construction,"CC road construction at Nehru Path ward, SRINAGAR",1464160.25,01-10-2023,25-04-2024,Om Sai Infra Pvt Ltd,Completed
WS/69409/2025/00653,Uttar Pradesh,BADAUN,RAJESH KUMAR SHARMA,School Building Repair,"Repair and renovation of Govt. School building at Kisan Nagar, BADAUN",1242962.32,11-07-2025,16-06-2026,Deep Construction Co.,New Recommendation
WS/42768/2023/00137,Bihar,PATNA_SAHIB,ANITA JOSHI,Streetlight Installation,"LED streetlight installation along Andouli road, PATNA_SAHIB",338397.37,13-09-2023,22-02-2024,Jai Hind Infrastructure,Ongoing
WS/46264/2025/00387,Bihar,PATNA_SAHIB,ADHIKARI SOUMENDU,Road Construction,"CC road construction at Vivekanand Marg ward, PATNA_SAHIB",1332465.13,13-06-2025,03-12-2025,Deep Construction Co.,Sanctioned
WS/98407/2025/00461,Uttar Pradesh,LUCKNOW,RAVI SHANKAR PRASAD JI,Water Supply / Handpump,"Water supply pipeline extension to Ambedkar Colony area, LUCKNOW",590699.13,04-05-2025,26-08-2025,Progressive Engineers & Contractors,New Recommendation
WS/86869/2025/00111,Maharashtra,HINGOLI,ABHAY KUMAR SINHA,Road Construction,"Widening and strengthening of road near Station Road village, HINGOLI",1534190.08,02-05-2025,07-01-2026,National Builders & Contractors,Completed
WS/98063/2023/00329,West Bengal,TAMLUK,ADITYA YADAV,Community Hall,"Multipurpose community centre building at Vivekanand Marg panchayat, TAMLUK",3316374.69,14-11-2023,12-10-2024,Progressive Engineers & Contractors,Sanctioned
WS/93422/2025/00710,Uttar Pradesh,KANPUR,RAVI SHANKAR PRASAD JI,Streetlight Installation,"LED streetlight installation along Subhash Nagar road, KANPUR",500471.12,09-09-2025,23-03-2026,Jai Hind Infrastructure,Sanctioned
WS/41407/2025/00723,Jammu And Kashmir,SRINAGAR,ADV K FRANCIS GEORGE,Community Hall,"Construction of community hall at Bazaar Road, SRINAGAR",2438782.9,26-07-2025,24-11-2025,Shree Balaji Construction Co.,Ongoing
WS/79922/2023/00647,Maharashtra,NANDURBAR(ST),ADITYA YADAV,Community Hall,"Construction of community hall at Vivekanand Marg, NANDURBAR(ST)",2598688.53,17-12-2023,12-12-2024,Shree Balaji Construction Co.,Sanctioned
WS/61748/2025/00622,Maharashtra,NAGPUR,ABHIJIT GANGOPADHYAY,School Building Repair,"Repair and renovation of Govt. School building at Subhash Nagar, NAGPUR",1013281.69,03-02-2025,17-05-2025,Om Sai Infra Pvt Ltd,Ongoing
WS/94498/2025/00384,Jammu And Kashmir,BARAMULLAH,ADHIKARI SOUMENDU,Water Supply / Handpump,"Water supply pipeline extension to Station Road area, BARAMULLAH",759762.04,20-08-2025,15-11-2025,United Rural Builders,Sanctioned
WS/52193/2024/00966,Kerala,ATTINGAL,ANITA JOSHI,Drainage / Nala,"Construction of drainage/nala near Kisan Nagar area, GAYA",258235.55,02-08-2024,04-09-2025,Metro Civil Works Pvt Ltd,New Recommendation
WS/93202/2024/00075,Jammu And Kashmir,SRINAGAR,ANITA JOSHI,Water Supply / Handpump,"Water supply pipeline extension to Ambedkar Colony area, SRINAGAR",509560.58,10-01-2024,10-06-2024,Jai Hind Infrastructure,Sanctioned
WS/82667/2024/00039,Kerala,ATTINGAL,ADV GOWAAL KAGADA PADAVI,Streetlight Installation,"LED streetlight installation along Shanti Nagar road, ATTINGAL",289178.1,23-05-2024,05-01-2025,Sri Lakshmi Contractors,New Recommendation
WS/66317/2025/00863,Jammu And Kashmir,BARAMULLAH,RAJESH KUMAR SHARMA,Streetlight Installation,"Installation of streetlights at Bazaar Road chowk, BARAMULLAH",156142.03,01-03-2025,29-08-2025,Shree Balaji Construction Co.,New Recommendation
WS/98987/2023/00989,West Bengal,TAMLUK,ADV DEAN KURIAKOSE,Community Hall,"Construction of community hall at Vivekanand Marg, TAMLUK",2992596.98,25-09-2023,27-09-2023,Sri Lakshmi Contractors,Completed
WS/76164/2024/00627,Maharashtra,AURANGABAD_MH,VIKRAM SINGH RATHORE,Solar Light Installation,"Solar street light at Nehru Path chowk parisar, AURANGABAD_MH",263107.64,26-01-2024,27-02-2025,Metro Civil Works Pvt Ltd,Sanctioned
WS/23176/2025/00064,Jammu And Kashmir,BARAMULLAH,VIKRAM SINGH RATHORE,Community Hall,"Construction of community hall at Gandhi Chowk, BARAMULLAH",3311462.5,26-12-2025,19-11-2026,Jai Hind Infrastructure,New Recommendation
WS/54657/2024/00066,Kerala,ERNAKULAM,ABHIJIT GANGOPADHYAY,Solar Light Installation,"Solar street light at Shanti Nagar chowk parisar, ERNAKULAM",104292.89,17-01-2024,12-11-2024,Metro Civil Works Pvt Ltd,Sanctioned
WS/51779/2024/00954,Jammu And Kashmir,JAMMU,VIKRAM SINGH RATHORE,Community Hall,"Construction of community hall at Shanti Nagar, BARAMULLAH",1636000.27,07-06-2024,07-06-2025,Deep Construction Co.,New Recommendation
WS/85842/2025/00394,Maharashtra,PUNE,ABHIJIT GANGOPADHYAY,Water Supply / Handpump,"Installation of handpump at Station Road village, PUNE",877908.98,08-01-2025,27-07-2025,Deep Construction Co.,New Recommendation
WS/42370/2024/00868,Uttar Pradesh,KANPUR,ABDUL RASHID SHEIKH,Community Hall,"Construction of community hall at Vivekanand Marg, KANPUR",1775137.37,07-04-2024,27-10-2024,New India Construction Co.,Sanctioned
WS/59925/2023/00108,Maharashtra,HINGOLI,ADV K FRANCIS GEORGE,Streetlight Installation,"LED streetlight installation along Bazaar Road road, HINGOLI",216750.22,08-08-2023,24-02-2024,Jai Hind Infrastructure,New Recommendation
WS/76954/2023/00243,Kerala,IDUKKI,ADV K FRANCIS GEORGE,Road Construction,"CC road construction at Subhash Nagar ward, IDUKKI",1205573.63,29-07-2023,29-12-2023,New India Construction Co.,Ongoing
WS/33942/2024/00721,West Bengal,KANTHI,ABHAY KUMAR SINHA,Road Construction,Construction of concrete road from Nehru Path to Ram Nagar in KANTHI,2465636.39,06-10-2024,01-03-2025,Bharat Infra Solutions,Ongoing
WS/56267/2025/00732,West Bengal,TAMLUK,ABHAY KUMAR SINHA,Streetlight Installation,"LED streetlight installation along Subhash Nagar road, TAMLUK",163926.38,31-07-2025,14-05-2026,Progressive Engineers & Contractors,Completed
WS/12179/2023/00816,Bihar,PATNA_SAHIB,VIKRAM SINGH RATHORE,Streetlight Installation,"Installation of streetlights at Panchayat Bhavan Marg chowk, PATNA_SAHIB",335906.97,10-10-2023,10-12-2023,Progressive Engineers & Contractors,New Recommendation
WS/83724/2025/00696,Kerala,ATTINGAL,MEERA IYER,Solar Light Installation,"Solar light installation near Andouli hanuman mandir, ATTINGAL",259997.47,09-08-2025,03-12-2025,Om Sai Infra Pvt Ltd,Completed
WS/32939/2024/00512,West Bengal,MURSHIDABAD,RAJESH KUMAR SHARMA,School Building Repair,"Repair and renovation of Govt. School building at Ram Nagar, MURSHIDABAD",1561240.46,04-02-2024,23-07-2024,United Rural Builders,New Recommendation
WS/66370/2025/00109,West Bengal,HOWRAH,ABHIJIT GANGOPADHYAY,Solar Light Installation,"Solar street light at Ambedkar Colony chowk parisar, HOWRAH",345622.8,21-08-2025,20-09-2026,Progressive Engineers & Contractors,Ongoing
WS/37665/2024/00682,Bihar,GAYA,MEERA IYER,Solar Light Installation,"Solar street light at Shanti Nagar chowk parisar, GAYA",334590.95,29-12-2024,12-07-2025,New India Construction Co.,Ongoing
